1002,0
2002,0
3002,0
4001,0
5001,0
6000,0
7000,0
8000,0
9000,0
10001,0
11002,0
12001,0
13001,0
14000,0
15001,0
16001,0
17000,0
18000,0
19001,0
20000,0
21001,0
22000,0
23001,0
24002,0
25001,0
26001,0
27002,0
28002,0
29001,0
30000,0
31000,0
32001,0
33001,0
34002,0
35001,0
36001,0
37001,0
38000,0
39000,0
40001,0
41001,0
42001,0
43000,0
44002,0
45001,0
46000,0
47001,0
48001,0
49001,0
50002,0
51001,0
52001,0
53001,0
54001,0
55000,0
56002,0
57002,0
58002,0
59002,0
60002,0
61001,0
62001,0
63002,0
64001,0
65000,0
66002,0
67001,0
68001,0
69001,0
70001,0
71001,0
72001,0
73001,0
74001,0
75000,0
76002,0
77000,0
78000,0
79001,0
80001,0
81001,0
82001,0
83000,0
84001,0
85001,0
86001,0
87001,0
88001,0
89001,0
90000,0
91000,0
92000,0
93001,0
94000,0
95001,0
96001,0
97000,0
98000,0
99001,0
100001,0
101001,0
102001,0
103000,0
104002,0
105001,0
106002,0
107001,0
108001,0
109000,0
110001,0
111000,0
112026,0
113002,0
114000,0
115000,0
116002,0
117001,0
118000,0
119002,0
120001,0
121000,0
122000,0
123001,0
124001,0
125001,0
126001,0
127001,0
128000,0
129001,0
130001,0
131002,0
132002,0
133000,0
134001,0
135001,0
136001,0
137001,0
138001,0
139001,0
140001,0
141001,0
142000,0
143001,0
144001,0
145001,0
146001,0
147001,0
148001,0
149001,0
150001,0
151001,0
152001,0
153000,0
154001,0
155000,0
156001,0
157001,0
158000,0
159001,0
160000,0
161001,0
162001,0
163001,0
164001,0
165001,0
166000,0
167001,0
168000,0
169001,0
170001,0
171001,0
172000,0
173000,0
174001,0
175002,0
176000,0
177002,0
178000,0
179001,0
180000,0
181000,0
182000,0
183001,0
184001,0
185000,0
186001,0
187002,0
188001,0
189001,0
190000,0
191000,0
192001,0
193000,0
194001,0
195000,0
196001,0
197002,0
198001,0
199000,0
200001,0
201000,0
202001,0
203001,0
204001,0
205000,0
206001,0
207000,0
208001,0
209001,0
210001,0
211001,0
212000,0
213001,0
214001,0
215001,0
216000,0
217001,0
218001,0
219001,0
220001,0
221000,0
222000,0
223001,0
224001,0
225001,0
226001,0
227001,0
228001,0
229001,0
230001,0
231001,0
232057,0
233001,0
234001,0
235001,0
236001,0
237002,0
238001,0
239001,0
240000,0
241001,0
242000,0
243001,0
244001,0
245001,0
246001,0
247001,0
248001,0
249001,0
250001,0
251000,0
252001,0
253001,0
254001,0
255001,0
256001,0
257001,0
258001,0
259000,0
260002,0
261001,0
262001,0
263001,0
264000,0
265001,0
266002,0
267001,0
268001,0
269001,0
270001,0
271000,0
272001,0
273002,0
274001,0
275002,0
276001,0
277001,0
278001,0
279000,0
280000,0
281001,0
282001,0
283002,0
284001,0
285001,0
286001,0
287001,0
288001,0
289001,0
290001,0
291001,0
292001,0
293002,0
294001,0
295001,0
296002,0
297001,0
298001,0
299001,0
300001,0
301001,0
302001,0
303000,0
304001,0
305001,0
306001,0
307000,0
308000,0
309001,0
310000,0
311000,0
312001,0
313002,0
314002,0
315001,0
316002,0
317001,0
318001,0
319001,0
320000,0
321001,0
322001,0
323001,0
324001,0
325002,0
326001,0
327002,0
328002,0
329001,0
330001,0
331001,0
332001,0
333001,0
334002,0
335001,0
336000,0
337001,0
338068,0
339002,0
340001,0
341004,0
342000,0
343003,0
344000,0
345002,0
346007,0
347001,0
348001,0
349001,0
350001,0
351001,0
352020,0
353001,0
354001,0
355001,0
356001,0
357001,0
358001,0
359002,0
360001,0
361001,0
362000,0
363002,0
364001,0
365000,0
366000,0
367001,0
368000,0
369001,0
370002,0
371000,0
372001,0
373001,0
374001,0
375001,0
376001,0
377001,0
378001,0
379002,0
380001,0
381001,0
382001,0
383001,0
384001,0
385002,0
386001,0
387001,0
388001,0
389000,0
390001,0
391001,0
392001,0
393001,0
394002,0
395001,0
396001,0
397001,0
398000,0
399001,0
400002,0
401001,0
402001,0
403001,1
404001,1
405001,0
406000,0
407001,0
408001,0
409002,0
410001,0
411002,0
412022,0
413001,0
414001,0
415001,0
416001,0
417002,0
418001,0
419002,0
420002,0
421001,0
422001,0
423001,0
424001,0
425001,0
426001,0
427002,0
428001,0
429022,0
430001,0
431001,0
432000,0
433001,0
434023,0
435001,0
436001,0
437000,0
438002,0
439000,0
440009,0
441001,0
442001,0
443001,0
444001,0
445001,0
446002,0
447002,0
448001,0
449001,0
450000,0
451001,0
452000,0
453001,0
454002,0
455000,0
456001,0
457000,0
458001,0
459003,0
460001,0
461000,0
462001,0
463001,0
464000,0
465000,0
466002,0
467002,0
468001,0
469001,0
470001,0
471025,0
472000,0
473001,0
474001,0
475001,0
476002,0
477001,0
478001,0
479001,0
480001,0
481001,0
482000,0
483002,0
484001,0
485001,0
486000,0
487001,0
488001,0
489003,0
490001,0
491001,0
492003,0
493000,0
494001,0
495000,0
496003,0
497001,0
498001,0
499001,0
500002,0
501002,0
502030,0
503008,0
504001,0
505001,0
506015,0
507018,0
508001,0
509040,0
510001,0
511010,0
512009,0
513001,0
514002,0
515001,0
516002,0
517001,0
518001,0
519001,0
520001,0
521001,0
522001,0
523001,0
524001,0
525001,0
526001,0
527001,0
528001,0
529001,0
530002,0
531000,0
532001,0
533001,0
534001,0
535001,0
536002,0
537002,0
538001,0
539000,0
540001,0
541001,0
542001,0
543001,0
544001,0
545001,0
546007,0
547003,0
548002,0
549003,0
550003,0
551003,0
552004,0
553003,0
554004,0
555003,0
556003,0
557002,0
558004,0
559002,0
560003,0
561004,0
562004,0
563004,0
564003,0
565004,0
566003,0
567003,0
568003,0
569003,0
570004,0
571002,0
572003,0
573003,0
574003,0
575003,0
576003,0
577003,0
578004,0
579004,0
580003,0
581003,0
582003,0
583003,0
584003,0
585003,0
586002,0
587003,0
588003,0
589003,0
590003,0
591003,0
592003,0
593004,0
594002,0
595003,0
596004,0
597003,0
598002,0
599003,0
600003,0
